id,src_len,source,reference,hypothesis,bleu
947,56,"Und diejenigen , die z. B. ihre Ersparnisse in die Hände eines gewissen Mr. Madoff legten , der sich dann , wie der Name schon andeutet , damit aus dem Staub machte , [ "" made off "" – "" er haute ab "" ] dann denke ich mir , tja , zu viel Vertrauen .","And I think , of those people who , for example , placed their savings with the very aptly named Mr. Madoff , who then made off with them , and I think of them , and I think , well , yes , too much trust .","and those who who their their hands in the hands of a a , called the , , like the name already , , from the dust , [ "" ] , "" "" "" "" "" ] , "" "" , "" , "" i , "" well ,",2.49
948,12,""" Mehr Vertrauen "" ist kein kluges Ziel in diesem Leben .",More trust is not an intelligent aim in this life .,""" more trust is not a living goal in this life .",30.66
949,11,Vertrauen klug einzusetzen und zu verweigern sollte das Ziel sein .,Intelligently placed and intelligently refused trust is the proper aim .,trust of and and should should be .,5.0
950,22,"Und dann sagt man , ja , okay , was also am wichtigsten ist , ist nicht Vertrauen , sondern Vertrauenswürdigkeit .","Well once one says that , one says , yeah , okay , that means that what matters in the first place is not trust but trustworthiness .","and then you say , okay , so what 's most important , is not trust , but trustworthiness .",11.7
951,8,Die Vertrauenswürdigkeit von Menschen einschätzen zu können .,It 's judging how trustworthy people are in particular respects .,i want to learn from people .,4.41
952,12,"Und um das zu tun , müssen wir drei Dinge betrachten :",And I think that judgment requires us to look at three things .,and we need to look at three things .,37.66
953,12,Sind sie kompetent ? Sind sie ehrlich ? Sind sie verlässlich ?,Are they competent ? Are they honest ? Are they reliable ?,are they ? ? are they honest ? are they predictable ?,15.58
954,31,"Wenn wir eine Person in den entsprechenden Themen kompetent , verlässlich und ehrlich finden , dann haben wir einen guten Grund , ihr zu vertrauen , dann ist sie vertrauenswürdig .","And if we find that a person is competent in the relevant matters , and reliable and honest , we 'll have a pretty good reason to trust them , because they 'll be trustworthy .","if we put a person in the in the , , and and find , , we have a good reason to trust it , it 's trustworthy .",12.94
955,10,"Ist die Person aber unverlässlich , dann wahrscheinlich nicht .","But if , on the other hand , they 're unreliable , we might not .","but the person is , probably not .",4.83
956,22,"Einige meiner Freunde sind kompetent und ehrlich , ich würde sie aber keinen Brief abschicken lassen , denn sie sind vergesslich .","I have friends who are competent and honest , but I would not trust them to post a letter , because they 're forgetful .","some of my friends are identical and honestly , but i would n't wear them letter because they are . .",5.47
957,19,"Ich habe Freunde , die sehr in ihre eigene Kompetenz vertrauen , aber diese überschätzen sie um einiges .","I have friends who are very confident they can do certain things , but I realize that they overestimate their own competence .","i friends friends in their own business , confidence , but they them around .",5.02
958,23,"Und ich bin sehr froh darüber , dass ich nicht viele Freunde habe , die kompetent und verlässlich , aber unehrlich sind .","And I 'm very glad to say , I do n't think I have many friends who are competent and reliable but extremely dishonest .","and i am very happy that i did n't have friends friends who are and and , , but .",7.5
959,10,"Falls doch , habe ich es noch nicht erkannt .","If so , I have n't yet spotted it .",if i did n't prove it .,9.47
960,11,"Aber danach suchen wir : erst Vertrauenswürdigkeit , dann Vertrauen .",But that 's what we 're looking for : trustworthiness before trust .,"but after that , first , first , trust .",6.88
961,5,Vertrauen ist die Reaktion .,Trust is the response .,trust is response .,27.53
962,11,Die Vertrauenswürdigkeit müssen wir einschätzen . Das ist natürlich schwer .,"Trustworthiness is what we have to judge . And , of course , it 's difficult .",we need to do . that 's hard .,2.93
963,30,"Über die letzten Jahrzehnte haben wir versucht , Kontrollsysteme bei allen möglichen Einrichtungen und bei Experten und Ämtern einzurichten , die es uns leichter machen , ihre Vertrauenswürdigkeit einzuschätzen .","Across the last few decades , we 've tried to construct systems of accountability for all sorts of institutions and professionals and officials and so on that will make it easier for us to judge their trustworthiness .","over the last decades , we tried trying to all all sorts of institutions and experts and and that makes us easier to their their . .",15.11
964,8,Viele dieser Systeme haben den gegenteiligen Effekt .,A lot of these systems have the converse effect .,many of these systems have the .,41.92
965,6,Sie funktionieren nicht wie beabsichtigt .,They do n't work as they 're supposed to .,they do n't work .,16.62
966,28,"Eine Hebamme sagte einst zu mir : "" Das Problem ist , dass der Papierkram länger dauert , als das Baby auf die Welt zu bringen . ""","I remember I was talking with a midwife who said , "" Well , you see , the problem is it takes longer to do the paperwork than to deliver the baby . ""","a once said to me , "" the problem is that the the longer takes better than the baby . """,11.39
967,28,"Überall in unserem öffentlichen Alltag , in unseren Einrichtungen , tritt dieses Problem auf . Dieses Kontrollsystem soll Vertrauenswürdigkeit und Glaubwürdigkeit sicherstellen , führt aber zum Gegenteil .","And all over our public life , our institutional life , we find that problem , that the system of accountability that is meant to secure trustworthiness and evidence of trustworthiness is actually doing the opposite .","in our public competition , in our institutions , have this problem on this , this profit should be and and and , but to the opposite .",5.64
968,18,"Es lenkt Menschen wie Hebammen von ihren schwierigen Aufgaben ab , indem sie erstmal Häkchen setzen müssen .","It is distracting people who have to do difficult tasks , like midwives , from doing them by requiring them to tick the boxes , as we say .",it people people like living from their hard to get them . .,1.41
969,7,Hierzu kann sicherlich jeder Beispiele beitragen .,You can all give your own examples there .,happy certainly can contribute examples .,6.48
970,6,So viel also zum Ziel .,So so much for the aim .,so so much .,16.7
971,41,"Das Ziel ist mehr Vertrauenswürdigkeit , und das wird schwierig , wenn wir vertrauenswürdig sein wollen und das an andere kommunizieren möchten , und wenn wir einschätzen möchten , ob andere Leute , oder Beamte oder Politiker , vertrauenswürdig sind .","The aim , I think , is more trustworthiness , and that is going to be different if we are trying to be trustworthy and communicate our trustworthiness to other people , and if we are trying to judge whether other people or office - holders or politicians are trustworthy .","the goal is more , and it 's difficult to be if we want to stop and want to communicate , and if we want to other people or or or politicians , politicians .",10.78
972,18,Es ist nicht einfach . Man muss es abschätzen . Einfache Reaktionen oder Haltungen reichen nicht aus .,"It 's not easy . It is judgment , and simple reaction , attitudes , do n't do adequately here .",it 's not easy .,2.73
973,5,Und nun zur Aufgabe .,"Now thirdly , the task .",so here .,10.12
974,13,"Diese als Wiederaufbau des Vertrauens zu beschreiben , verdreht den Sachverhalt wieder .","Calling the task rebuilding trust , I think , also gets things backwards .","as as as a as you may , the the . .",3.77
975,13,"Denn es deutet an , dass Sie und ich Vertrauen wiederaufbauen sollten .",It suggests that you and I should rebuild trust .,because it suggests that i and trust trust .,12.76
976,9,Wir können das natürlich für uns selbst tun .,"Well , we can do that for ourselves .",we can do this for ourselves .,30.9
977,7,Wir können ein bisschen Vertrauenswürdigkeit gewinnen .,We can rebuild a bit of trustworthiness .,we can do a little .,7.65
978,9,So können zwei Leute ihr Vertrauen ineinander verbessern .,We can do it two people together trying to improve trust .,so people two people their their .,7.12
979,15,"Aber letztendlich ist Vertrauen dadurch charakterisiert , dass es einem von anderen gegeben wird .","But trust , in the end , is distinctive because it 's given by other people .",but ultimately is trust is that it 's given by other other .,23.91
980,12,"Man kann nicht das wieder aufbauen , was andere einem geben .",You ca n't rebuild what other people give you .,you can not leave the back to others else .,4.99
981,12,"Man muss ihnen eine Basis geben , dass sie einem vertrauen .",You have to give them the basis for giving you their trust .,you have to give you a basis that trust trust .,15.91
982,6,Man muss also vertrauenswürdig sein .,"So you have to , I think , be trustworthy .",so you must be trustworthy .,14.11
983,18,"Das liegt natürlich daran , dass man normalerweise nicht alle Leute zugleich an der Nase herumführen kann .","And that , of course , is because you ca n't fool all of the people all of the time , usually .",it 's because of course you ca n't all the people at the nose .,9.44
984,12,"Aber Sie müssen auch Beweismaterial vorbringen , dass Sie vertrauenswürdig sind .",But you also have to provide usable evidence that you are trustworthy .,but they also need to be that they 're trustworthy .,7.86
985,4,Wie geht das ?,How to do it ?,how about this ?,12.44
986,19,"Das geschieht jeden Tag , überall . Normale Leute tun es , Beamte , Ämter , sehr effektiv .","Well every day , all over the place , it 's being done by ordinary people , by officials , by institutions , quite effectively .","that happens every day . normal people are doing , , , , .",3.41
987,7,Hier ist ein einfaches kommerzielles Beispiel .,Let me give you a simple commercial example .,here 's a simple extraordinary example .,13.96
988,20,"Der Laden , in dem ich meine Socken kaufe , lässt sie mich zurückbringen und sie stellen keine Fragen .","The shop where I buy my socks says I may take them back , and they do n't ask any questions .","the store , i my my my , , they me me and ask ask questions .",4.66
989,21,"Sie nehmen sie zurück und geben mir das Geld zurück , oder ein paar der Socken in der gewünschten Farbe .",They take them back and give me the money or give me the pair of socks of the color I wanted .,"they take them back and give me the money , or a few of the .",34.83
990,17,"Das ist toll . Ich vertraue ihnen , da sie sich mir gegenüber verletzlich gezeigt haben .",That 's super . I trust them because they have made themselves vulnerable to me .,this is great . i i you you have to me .,10.26
991,6,Darin steckt eine wichtige Moral .,I think there 's a big lesson in that .,this is a important morality .,4.96
992,29,"Zeigt man sich dem Gegenüber als verletzlich , ist das ein sehr guter Hinweis , dass man vertrauenswürdig ist , und dass man seinen eigenen Worten Glauben schenkt .","If you make yourself vulnerable to the other party , then that is very good evidence that you are trustworthy and you have confidence in what you are saying .","you you think about yourself than that , is a very good indication that you 're trustworthy , and you believe your own words .",5.28
993,12,Unser Ziel ist also im Prinzip nicht sehr schwierig zu erkennen .,"So in the end , I think what we are aiming for is not very difficult to discern .",so our goal is not very hard to see .,7.22
994,19,"Es sind Beziehungen zwischen vertrauenswürdigen Menschen , und das Einschätzungsvermögen , wann und ob der andere vertrauenswürdig ist .",It is relationships in which people are trustworthy and can judge when and how the other person is trustworthy .,"it 's relationships relationships between people , and that 's when and other .",5.06
995,51,"Die Moral von der Geschichte ist also , sehr viel weniger über Vertrauen nachzudenken , oder über Einstellungen zum Vertrauen , die von Meinungsumfragen korrekt oder inkorrekt festgestellt werden , und viel mehr über Vertrauenswürdigkeit , und wie man Menschen adäquate , nützliche und einfache Beweise der eigenen Vertrauenswürdigkeit bringt .","So the moral of all this is , we need to think much less about trust , let alone about attitudes of trust detected or mis - detected by opinion polls , much more about being trustworthy , and how you give people adequate , useful and simple evidence that you 're trustworthy .","so the moral of the story is much much less thinking about trust , or about the trust , which is built by , or and , and more more about and and how to people people and useful and",7.09
996,2,Danke .,Thanks .,thank you .,27.52
997,18,"Wissen Sie , das Beste am Vatersein sind für mich die Filme , die ich schauen kann .","You know , my favorite part of being a dad is the movies I get to watch .",you know the best of the best i can see films i can .,3.02
998,31,"Ich liebe es , meine eigenen Lieblingsfilme mit meinen Kindern anzuschauen . Als meine Tochter vier Jahre alt war , haben wir zusammen "" Der Zauberer von Oz "" geschaut .","I love sharing my favorite movies with my kids , and when my daughter was four , we got to watch "" The Wizard of Oz "" together .","i love my own my with my own children , when my daughter four years old , we came together .",8.38
999,9,Der Film hat sie monatelang nicht mehr losgelassen .,It totally dominated her imagination for months .,the film has no longer . .,5.69
1000,6,Ihr Lieblingscharakter war natürlich Glinda .,"Her favorite character was Glinda , of course .",her her was obviously .,5.71
1001,17,"So hatte sie eine gute Ausrede , ein glitzerndes Kleid zu tragen und einen Zauberstab dabeizuhaben .",It gave her a great excuse to wear a sparkly dress and carry a wand .,so she had a good excuse a a dress and a a . .,6.73
1002,19,"Aber wenn man sich diesen Film oft genug anschaut , erkennt man , wie außergewöhnlich er eigentlich ist .","But you watch that movie enough times , and you start to realize how unusual it is .","but if you look at these often enough enough , you see how extraordinary it is .",10.26
1003,18,Wir leben in der heutigen Zeit und ziehen unsere Kinder in einer Art spektakulären Kinderfantasie- Industriemaschinerie groß .,"Now we live today , and are raising our children , in a kind of children's - fantasy - spectacular - industrial complex .",we live in today today and our our children in a kind of mental mental . .,13.88
1004,10,"Aber "" Der Zauberer von Oz "" war anders .","But "" The Wizard of Oz "" stood alone .",but the was of oz was was .,5.11
1005,7,Er hat diesen Trend nicht gestartet .,It did not start that trend .,he did n't follow this .,8.17
1006,47,"Es hat 40 Jahre gedauert , bis dieser Trend sich durchsetzte , mit – interessanterweise – einem anderen Film , in dem ein Typ aus Metall und ein Typ mit viel Fell ein Mädchen gerettet haben , indem sie sich wie die Wachen des Feindes verkleideten .","Forty years later was when the trend really caught on , with , interestingly , another movie that featured a metal guy and a furry guy rescuing a girl by dressing up as the enemy 's guards .","it took 40 years 40 years to this trend , with -- -- -- -- a movie movie , a a guy , and a guy with a lot of a saved by having the the of the . .",3.73
1007,9,"Sie wissen , wovon ich rede , oder ?",Do you know what I 'm talking about ?,"you know what i talk about , right ?",20.16
1008,2,Genau .,Yeah .,right .,50.0
1009,35,"Nun , es gibt es einen großen Unterschied zwischen diesen beiden Filmen , sogar mehrere große Unterschiede zwischen "" Der Zauberer von Oz "" und all den Filmen , die wir heute so schauen .","Now , there 's a big difference between these two movies , a couple of really big differences between "" The Wizard of Oz "" and all the movies we watch today .","well , there 's a big difference between these two movies , even several several differences between the the of of "" and all the movies that we 're looking today .",46.1
1010,15,"Zunächst einmal gibt es in "" Der Zauberer von Oz "" sehr wenig Gewalt .","One is there 's very little violence in "" The Wizard of Oz . ""","first of all , there is written in , very very . violence .",4.3
1011,11,"Die Affen sind ziemlich aggressiv , ebenso wie die Apfelbäume .","The monkeys are rather aggressive , as are the apple trees .",the monkeys are quite complex as the . .,8.59
1012,37,"Aber ich denke , wenn "" Der Zauberer von Oz "" heutzutage produziert worden wäre , hätte der Zauberer gesagt : "" Dorothy , du bist die Retterin von Oz , die uns einst prophezeit wurde .","But I think if "" The Wizard of Oz "" were made today , the wizard would say , "" Dorothy , you are the savior of Oz that the prophecy foretold .","but i think , "" the "" of "" "" would have been , would be said , "" "" , "" you were the the of of that we were . .",3.84
1013,20,"Benutze deine magischen Schuhe , um die von Computern erzeugten Armeen der bösen Hexe des Westens zu besiegen . ""","Use your magic slippers to defeat the computer - generated armies of the Wicked Witch . ""","use your shoes shoes to make rid of computers from the to the the . . """,6.26
1014,6,Aber so passiert es nicht .,But that 's not how it happens .,but it does n't happen .,6.92
1015,30,"Ein weiterer Punkt , den ich am "" Zauberer von Oz "" sehr einzigartig finde , ist , dass die heldenhaftesten und klügsten und sogar niederträchtigsten Charaktere weiblich sind .","Another thing that 's really unique about "" The Wizard of Oz "" to me is that all of the most heroic and wise and even villainous characters are female .","another point that i at the most of is very unique , that the and and and and and and characters characters characters .",3.6
1016,30,"Das habe ich das erste Mal bemerkt , als ich meiner Tochter "" Star Wars "" gezeigt habe , was Jahre später war , und die Situation war anders .","Now I started to notice this when I actually showed "" Star Wars "" to my daughter , which was years later , and the situation was different .","this is the first time i when when i was my daughter , star , , which was later years , and the situation was different .",29.82
1017,9,Zu jenem Zeitpunkt hatte ich ebenfalls einen Sohn .,At that point I also had a son .,and i got a son .,18.33
1018,11,Er war zu der Zeit gerade einmal drei Jahre alt .,He was only three at the time .,he was just three years old .,7.49
1019,15,Er war zu diesem Kinoabend nicht eingeladen . Dafür war er noch zu jung .,He was not invited to the screening . He was too young for that .,he was n't invited .,1.9
1020,16,Aber er war das zweite Kind und er wurde weitaus weniger beaufsichtigt als seine Schwester .,"But he was the second child , and the level of supervision had plummeted .",but he was the second child and he was less less less than his sister .,24.9
1021,48,"Also schlich er sich ein , und er hat sich den Film eingeprägt , wie sich ein Entenküken seine Mutter einprägt , und ich glaube nicht , dass er verstanden hat , was da vor sich ging , aber er hat es ganz sicher in sich aufgesogen .","So he wandered in , and it imprinted on him like a mommy duck does to its duckling , and I do n't think he understands what 's going on , but he is sure soaking in it .","so he he himself , and he turns out to film the film , and he 's his his mother , and i do n't think he was understood that he was doing , , but he was certainly quite safe in it .",11.71
1022,12,"Und ich habe mich gefragt , was er da aufgesogen hat .",And I wonder what he 's soaking in .,and i wondered what he was there .,10.79
1023,14,"Hat er aufgeschnappt , dass es um Mut , Beharrlichkeit und Loyalität geht ?",Is he picking up on the themes of courage and perseverance and loyalty ?,"does he make sure to courage courage , and and and ?",4.29
1024,16,"Hat er aufgeschnappt , dass Luke einer Armee beitritt , um die Regierung zu stürzen ?",Is he picking up on the fact that Luke joins an army to overthrow the government ?,did you notice that luke is a army army to get the government ?,11.23
1025,71,"Hat er aufgeschnappt , dass es nur Jungs im Universum gibt , ausgenommen Tante Beru und natürlich diese Prinzessin , die wirklich cool ist , aber während der meisten Zeit eigentlich nur wartet , sodass sie den Helden mit einer Medaille und einem Augenzwinkern belohnen kann , um ihm für die Rettung des Universums zu danken , was er dank der Magie getan hat , mit der er geboren wurde ?","Is he picking up on the fact that there are only boys in the universe except for Aunt Beru , and of course this princess , who 's really cool , but who kind of waits around through most of the movie so that she can award the hero with a medal and a wink to thank him for saving the universe , which he does by the magic that he was born with ?","he he the that there 's only boys in the universe , , and and of of those who are really cool cool , but during the most time , are only waiting , so they can to the the with a red and and a , and for him",10.54
1026,13,"Vergleichen Sie das mit "" Der Zauberer von Oz "" von 1939 .","Compare this to 1939 with "" The Wizard of Oz . """,compare that to the the of .,4.23
1027,10,Wie bringt Dorothy ihren Film zu einem guten Ende ?,How does Dorothy win her movie ?,how do you make your film ?,6.57
1028,11,Indem sie sich mit allen anfreundet und eine Anführerin ist .,By making friends with everybody and being a leader .,join yourself with everybody and a . .,18.19
1029,41,"Das ist die Art von Welt , in der ich meine Kinder lieber großziehen würde – Oz , oder ? – und nicht in der Welt , in der Kerle miteinander kämpfen , was so ziemlich unserer heutigen Welt entspricht .","That 's kind of the world I 'd rather raise my kids in -- Oz , right ? -- and not the world of dudes fighting , which is where we kind of have to be .","this is the kind of world that i would like my children would be -- -- -- -- huh -- -- not not in the world , in the world , struggle in the world world .",4.41
1030,29,"Warum gibt es so viel Macht – großes M , Macht – in den Filmen , die es für unsere Kinder gibt , und so wenige gelbe Ziegelsteinwege ?","Why is there so much Force -- capital F , Force -- in the movies we have for our kids , and so little yellow brick road ?","why is there so much power -- big foot , -- in the movies that are kids for our kids and so much better ?",23.28
1031,30,"Es gibt eine Menge guter Literatur über den Einfluss , den Filme über gewalttätige Jungs auf Mädchen haben , und diese sollten Sie lesen . Sie ist sehr gut .","There is a lot of great writing about the impact that the boy - violent movie has on girls , and you should do that reading . It 's very good .","there 's a lot of good literature about the impact that movies movies boys boys girls girls , and they should read . . it 's very good .",21.72
1032,16,"Jedoch habe ich nicht so viel darüber gelesen , wie Jungs mit diesem Einfluss umgehen .",I have n't read as much on how boys are picking up on this vibe .,but i do n't read so much about that with this influence .,6.17
1033,39,"Ich weiß aus eigener Erfahrung , dass Prinzessin Leia nicht das adäquate Vorbild abgab , das ich hätte benutzen können , um durch die Welt der Erwachsenen zu finden , in der Mädchen und Jungs gemeinsam unterrichtet werden .",I know from my own experience that Princess Leia did not provide the adequate context that I could have used in navigating the adult world that is co - ed .,"i know from the experience that princess did n't necessarily the model model that i could have able to find through the world of adults , in girls and boys .",5.04
1034,31,"Ich glaube , es gab diesen Moment mit dem ersten Kuss , als ich wirklich erwartet hatte , dass der Abspann anfängt , denn so endet ein Film , oder ?","I think there was a first - kiss moment when I really expected the credits to start rolling because that 's the end of the movie , right ?","i think there was this moment moment with the first time when i really expected that , because this is a a movie , right ?",15.0
1035,13,"Ich habe meine Mission beendet , ich habe mir das Mädchen geholt .","I finished my quest , I got the girl .","i got my mission , i got the girl .",29.07
1036,7,Warum stehst du da noch rum ?,Why are you still standing there ?,why are you still there ?,32.16
1037,9,"Ich weiß nicht , was ich machen soll .",I do n't know what I 'm supposed to do .,i do n't know what to do .,34.36
1038,30,"Die Filme sind sehr darauf ausgerichtet , den Bösewicht zu besiegen und sich seine Belohnung abzuholen , und es gibt nicht viel Raum für andere Beziehungen und andere Reisen .","The movies are very , very focused on defeating the villain and getting your reward , and there 's not a lot of room for other relationships and other journeys .","the films are very on to the the the and and its reward , and there 's not a lot of other and other other .",31.43
1039,28,"Es wirkt fast so , als ob man als Junge ein dümmliches Tier ist und wenn man ein Mädchen ist , sollte man besser seine Kriegskostüm mitbringen .","It 's almost as though if you 're a boy , you are a dopey animal , and if you are a girl , you should bring your warrior costume .","it 's almost like if you 're a a animal , and if you 're a girl , you should better better .",31.71
1040,16,Davon gibt es haufenweise Ausnahmen und ich werde die Disney-Prinzessinnen vor jedem von Ihnen verteidigen .,"There are plenty of exceptions , and I will defend the Disney princesses in front of any you .","there are the exceptions , and i 'll get the the front of each of .",10.99
1041,19,"Aber sie geben eine Botschaft an die Jungen weiter , dass die Jungen eigentlich nicht das Zielpublikum sind .","But they do send a message to boys , that they are not , the boys are not really the target audience .",but they give a message to the boys that the young are not the . .,9.67
1042,37,"Sie sind fabelhaft darin , den Mädchen beizubringen , wie sie sich gegen das Patriarchat zu Wehr setzen können , aber sie zeigen den Jungen nicht unbedingt , wie sie sich gegen das Patriarchat wehren sollen .","They are doing a phenomenal job of teaching girls how to defend against the patriarchy , but they are not necessarily showing boys how they 're supposed to defend against the patriarchy .","they 're in helping girls girls as they can sit for the , , but they do n't show the boys of how they behave .",6.91
1043,7,Es gibt keine Vorbilder für sie .,There 's no models for them .,there are no models for them .,61.48
1044,31,"Es gibt auch einige grandiose Frauen , die neue Geschichten für unsere Kinder schreiben und so dreidimensional und wunderbar Hermine und Katniss auch sind , es sind immer noch Kriegsfilme .","And we also have some terrific women who are writing new stories for our kids , and as three - dimensional and delightful as Hermione and Katniss are , these are still war movies .",there are also some women women who stories new stories for our children and so and and and and and and and also they 're still . .,9.57
1045,58,"Und das erfolgreichste Studio aller Zeiten produziert natürlich einen Klassiker nach dem anderen , und jeder einzelne von ihnen handelt von der Reise eines Jungen , oder eines Mannes , oder von zwei Männern , die Freunde sind , oder von einem Mann und seinem Sohn , oder von zwei Männern , die ein kleines Mädchen großziehen .","And , of course , the most successful studio of all time continues to crank out classic after classic , every single one of them about the journey of a boy , or a man , or two men who are friends , or a man and his son , or two men who are raising a little girl .","and the most studio of all times , of course , after another , and every single one of them is a journey of a young , or or , or two men who are friends , or his son , or two or two men .",35.29
1046,28,"Bis – wie sich viele von Ihnen sicher denken – zu diesem Jahr , als sie schließlich den Film "" Merida – Legende der Highlands "" herausbrachten .","Until , as many of you are thinking , this year , when they finally came out with "" Brave . ""","until , how many of you think think -- this year , when you started the movie movie -- "" 's the . """,16.69
1047,12,Ich empfehle ihn Ihnen allen . Er ist im Internet abrufbar .,I recommend it to all of you . It 's on demand now .,i him you all . it 's the internet .,4.4
1048,15,"Erinnern Sie sich , was die Kritiker sagten , als "" Merida "" herauskam ?","Do you remember what the critics said when "" Brave "" came out ?","do you remember what the critic said , "" consumers ? ?",20.64
1049,16,""" Ach , ich kann nicht glauben , dass Pixar einen Prinzessinnen-Film gemacht hat . """,""" Aw , I ca n't believe Pixar made a princess movie . """,""" oh , i ca n't believe they have a . .",13.19
1050,13,Er ist sehr gut . Lassen Sie sich deswegen nicht davon abhalten .,It 's very good . Do n't let that stop you .,it 's very good . do n't imagine that .,24.74
1051,12,Aber so gut wie keiner dieser Filme hat den Bechdel-Test bestanden .,"Now , almost none of these movies pass the Bechdel Test .",but hardly how none of those films has the . .,8.14
1052,11,"Ich weiß nicht , ob Sie schon davon gehört haben .",I do n't know if you 've heard of this .,i do n't know if you already heard .,38.88
1053,23,"Er hat sich bisher noch nicht so richtig durchgesetzt und an Bedeutung gewonnen , aber vielleicht werden wir heute eine Bewegung starten .","It has not yet caught on and caught fire , but maybe today we will start a movement .","it has n't been so much and and meaning meaning , but maybe we 're going to start today .",9.38
1054,35,"Alison Bechdel ist eine Comicbuch-Autorin und hat in der Mitte der 80er diese Unterhaltung aufgenommen , die sie mit einer Freundin über die Bewertung der Filme , die sie gesehen hatten , geführt hat .","Alison Bechdel is a comic book artist , and back in the mid-'80s , she recorded this conversation she 'd had with a friend about assessing the movies that they saw .",and is is a a and and in in the middle of the entertainment that she spoke with a friend of the of the films that they saw . .,13.6
1055,33,"Es ist ganz einfach . Es gibt nur drei Fragen , die man zu stellen braucht : Gibt es mehr als einen Charakter im Film , der weiblich ist und etwas sagt ?",And it 's very simple . There 's just three questions you should ask : Is there more than one character in the movie that is female who has lines ?,"it 's very simple . there are only three questions that ask you : there 's more than a character in film film , which is is , and something says ?",17.44
1056,9,"Versuchen Sie einmal , diese Voraussetzung zu erfüllen .",So try to meet that bar .,try try to that these . .,15.62
1057,11,Und sprechen diese Frauen zu irgendeinem Zeitpunkt des Filmes miteinander ?,And do these women talk to each other at any point in the movie ?,and these women women at at the point ?,6.44
1058,20,"Und geht es in ihrer Unterhaltung um etwas anderes , als um den Kerl , den sie beiden mögen ?",And is their conversation about something other than the guy that they both like ?,and it 's about her entertainment to something like the guy that you ?,12.16
1059,4,Verstanden ? Dankeschön .,Right ? Thank you .,good ? thanks .,14.79
1060,3,Vielen Dank .,Thank you very much .,thank you .,17.8
1061,12,"Zwei Frauen , die existieren und miteinander reden , über irgendetwas .",Two women who exist and talk to each other about stuff .,"two women , who exist and talk about anything .",24.74
1062,26,"So etwas passiert . Ich habe es gesehen , und trotzdem sehe ich es ziemlich selten in den Filmen , die wir kennen und lieben .","It does happen . I 've seen it , and yet I very rarely see it in the movies that we know and love .","something happened . i saw it , and i rarely i rarely rarely rarely in the movies that we know and love .",38.66
1063,21,"Tatsächlich bin ich diese Woche ins Kino gegangen , um mir einen sehr guten Film anzusehen , "" Argo "" .","In fact , this week I went to see a very high - quality movie , "" Argo . ""","in fact , i went into this week , to see a very good movie , """,21.6
1064,24,"Sie erinnern sich ? Viel Wirbel bei den Oscars , großartige Einspielergebnisse , eine allgemeine Übereinstimmung darüber , was ein guter Hollywoodfilm ist .","Right ? Oscar buzz , doing great at the box office , a consensus idea of what a quality Hollywood film is .","you remember ? a lot of the in the , , great excellent , a general thing about a good . .",4.81
1065,9,Er fällt mit wehenden Fahnen durch den Bechdel-Test .,It pretty much flunks the Bechdel test .,he falls with his with through the .,6.57
1066,45,"Ich denke , das sollte er nicht , denn ein Großteil des Filmes – ich weiß nicht , ob Sie ihn gesehen haben – aber ein Großteil des Filmes spielt in einer Botschaft , in der Männer und Frauen sich während der Geiselnahme verstecken .","And I do n't think it should , because a lot of the movie , I do n't know if you 've seen it , but a lot of the movie takes place in this embassy where men and women are hiding out during the hostage crisis .","i think that should n't , because because of a of of -- i do n't know if you saw it -- but one of of the in in a message in a message , the men and women .",13.32
1067,49,"Es gibt einige gute Szenen , in denen Männer in diesem Versteck tiefe , von Angst erfüllte Gespräche führen und der große Moment , den eine der Schauspielerinnen hat , ist durch eine Tür zu spähen und zu sagen : "" Kommst du ins Bett , Liebling ? ""","We 've got quite a few scenes of the men having deep , angst - ridden conversations in this hideout , and the great moment for one of the actresses is to peek through the door and say , "" Are you coming to bed , honey ? ""","there are some good news in men in men , in , , , fear , and , and the big moment , one of of the is is to through a door and say , "" you you in bed bed ? """,14.05
1068,7,So stellen sich manche Hollywood vor .,That 's Hollywood for you .,there are some hollywood .,8.75
1069,11,Also lassen Sie uns einen Blick auf die Zahlen werfen .,So let 's look at the numbers .,so let 's look at the numbers .,84.09
1070,23,"Im Jahr 2011 , unter den 100 beliebtesten Filmen , was denken Sie , wie viele von denen hatten tatsächlich weibliche Hauptdarstellerinnen ?","2011 , of the 100 most popular movies , how many of them do you think actually have female protagonists ?","in 2011 , under the 100 people what do you think how many of whom would actually eat children ?",15.01
1071,7,Elf . Das ist nicht übel .,Eleven . It 's not bad .,11 . it 's not .,16.34
1072,27,"Es sind nicht so viele Prozente wie die Anzahl der Frauen , die wir gerade erst in den Kongress gewählt haben , also ist das gut .","It 's not as many percent as the number of women we 've just elected to Congress , so that 's good .",it 's not so many many as the number of women that we just only in in congress . so that 's good .,33.57
1073,18,"Aber es gibt eine Zahl , die größer als diese ist und die diesen Raum erschüttern wird .",But there is a number that is greater than this that 's going to bring this room down .,but there is a number that bigger than this is and the this space .,23.69
1074,17,"Letztes Jahr hat die New York Times eine Studie veröffentlicht , die die Regierung durchgeführt hat .","Last year , The New York Times published a study that the government had done .",last year saw the new york times published that the government .,10.74
1075,4,"Sie besagt , dass",Here 's what it said .,she says .,10.12
