id,src_len,source,reference,hypothesis,bleu
921,7,Aber ist das ein guter Beweis ?,But is that good evidence ?,what is that ?,21.44
922,7,Meinungsumfragen erheben – klar – Meinungen .,"What opinion polls record is , of course , opinions .","so , -- .",3.3
923,6,Was könnten sie sonst erheben ?,What else can they record ?,what else you ?,11.52
924,18,"Sie schauen sich also die allgemeine Einstellung der Leute an , wenn ihnen bestimmte Fragen gestellt werden .",So they 're looking at the generic attitudes that people report when you ask them certain questions .,"so , you think of you are asking .",2.09
925,8,Vertrauen Sie Politikern ? Vertrauen Sie Lehrern ?,Do you trust politicians ? Do you trust teachers ?,do they trust ?,4.24
926,10,Wenn Sie jetzt jemand fragte : Vertrauen Sie Gemüsehändlern ?,"Now if somebody said to you , "" Do you trust greengrocers ?","you you , if you ?",6.36
927,4,Vertrauen Sie Fischhändlern ?,Do you trust fishmongers ?,do you ?,17.8
928,4,Vertrauen Sie Grundschullehrern ?,"Do you trust elementary school teachers ? """,do you ?,6.55
929,12,"– dann würden Sie wohl fragen : "" Inwiefern genau ? ""","you would probably begin by saying , "" To do what ? ""","you know , """,3.73
930,7,Und das wäre eine vernünftige Reaktion .,And that would be a perfectly sensible response .,that 's what .,5.44
931,24,"Und wenn Sie die Antwort darauf verstehen , sagen Sie vielleicht : "" Ich vertraue einigen von ihnen , anderen aber nicht . ""","And you might say , when you understood the answer to that , "" Well , I trust some of them , but not others . ""","so , you , , "" you know , """,2.17
932,3,Völlig rational .,That 's a perfectly rational thing .,it .,4.1
933,15,"Kurz gesagt versuchen wir in unseren kurzen Leben , Vertrauen auf unterschiedliche Arten anzubringen .","In short , in our real lives , we seek to place trust in a differentiated way .","in a , we are in different ways .",5.49
934,22,"Wir gehen ja nicht davon aus , dass wir jedem Beamten oder Vertreter in einer offiziellen oder institutionellen Einrichtung gleichermaßen vertrauen .",We do n't make an assumption that the level of trust that we will have in every instance of a certain type of official or office - holder or type of person is going to be uniform .,"we , we , we , we , we , or not .",0.59
935,33,"So könnte ich etwa sagen , dass ich einer bestimmten mir bekannten Grundschullehrerin dahingehend vertraue , der ersten Klasse das Lesen beizubringen , doch würde ich sie nicht den Schulbus fahren lassen .","I might , for example , say that I certainly trust a certain elementary school teacher I know to teach the reception class to read , but in no way to drive the school minibus .","i i 'd like to to the , i would , i would , i would n't .",1.29
936,13,"Vielleicht weiß ich ja zufällig , dass sie nicht gut Auto fährt .","I might , after all , know that she was n't a good driver .",i guess you do n't know .,2.76
937,25,"Ich vertraue darauf , dass meine schwatzhafteste Freundin ein Gespräch am Laufen hält , aber vielleicht nicht darauf , dass sie ein Geheimnis wahrt .",I might trust my most loquacious friend to keep a conversation going but not -- but perhaps not to keep a secret .,i think that 's a to that that it 's not to,3.22
938,2,Einfach .,Simple .,simple .,50.0
939,28,"So wissen wir aus unserem Alltag , wie unterschiedlich Vertrauen aussehen kann . Doch wieso blenden wir dieses Wissen aus , wenn wir abstrakter über Vertrauen nachdenken ?","So if we 've got those evidence in our ordinary lives of the way that trust is differentiated , why do we sort of drop all that intelligence when we think about trust more abstractly ?","we we can we do , how we we , , how we we ?",1.01
940,25,"Die Umfragen geben hier sehr schlecht Auskunft über das tatsächliche Vertrauensniveau , da sie den gesunden Menschenverstand ignorieren , den man bei Vertrauenssachen anwendet .","I think the polls are very bad guides to the level of trust that actually exists , because they try to obliterate the good judgment that goes into placing trust .",so they 'll get the the of the they 're doing .,1.09
941,7,"Zweitens , kommen wir zum Ziel .","Secondly , what about the aim ?",we 're coming forward .,0.0
942,9,"Das Ziel ist es , mehr zu vertrauen .",The aim is to have more trust .,it 's to to .,6.97
943,8,Ehrlich gesagt finde ich das Ziel dumm .,"Well frankly , I think that 's a stupid aim .",i think that 's .,12.87
944,6,Darauf würde ich nicht abzielen .,It 's not what I would aim at .,i did n't .,4.58
945,15,"Ich würde versuchen , den Vertrauenswürdigen mehr zu vertrauen , den Vertrauensunwürdigen aber nicht .",I would aim to have more trust in the trustworthy but not in the untrustworthy .,i do n't want to trust the .,2.87
946,12,"Ich ziele sogar aktiv darauf ab , Vertrauensunwürdigen nicht zu vertrauen .","In fact , I aim positively to try not to trust the untrustworthy .",i do n't trust it .,2.54
947,56,"Und diejenigen , die z. B. ihre Ersparnisse in die Hände eines gewissen Mr. Madoff legten , der sich dann , wie der Name schon andeutet , damit aus dem Staub machte , [ "" made off "" – "" er haute ab "" ] dann denke ich mir , tja , zu viel Vertrauen .","And I think , of those people who , for example , placed their savings with the very aptly named Mr. Madoff , who then made off with them , and I think of them , and I think , well , yes , too much trust .","so , the , , , the , , , the , , , , the , , , , , , "" the , , "" , "" , "" .",1.24
948,12,""" Mehr Vertrauen "" ist kein kluges Ziel in diesem Leben .",More trust is not an intelligent aim in this life .,it 's not a living .,4.19
949,11,Vertrauen klug einzusetzen und zu verweigern sollte das Ziel sein .,Intelligently placed and intelligently refused trust is the proper aim .,should be be and be .,4.19
950,22,"Und dann sagt man , ja , okay , was also am wichtigsten ist , ist nicht Vertrauen , sondern Vertrauenswürdigkeit .","Well once one says that , one says , yeah , okay , that means that what matters in the first place is not trust but trustworthiness .","so , , , , , , , , , , , .",1.46
951,8,Die Vertrauenswürdigkeit von Menschen einschätzen zu können .,It 's judging how trustworthy people are in particular respects .,you can not .,2.78
952,12,"Und um das zu tun , müssen wir drei Dinge betrachten :",And I think that judgment requires us to look at three things .,we need to do that .,3.33
953,12,Sind sie kompetent ? Sind sie ehrlich ? Sind sie verlässlich ?,Are they competent ? Are they honest ? Are they reliable ?,are they are ?,2.57
954,31,"Wenn wir eine Person in den entsprechenden Themen kompetent , verlässlich und ehrlich finden , dann haben wir einen guten Grund , ihr zu vertrauen , dann ist sie vertrauenswürdig .","And if we find that a person is competent in the relevant matters , and reliable and honest , we 'll have a pretty good reason to trust them , because they 'll be trustworthy .","and then we , we , we , and we , and then we , and then we .",2.78
955,10,"Ist die Person aber unverlässlich , dann wahrscheinlich nicht .","But if , on the other hand , they 're unreliable , we might not .","it 's not , it .",2.02
956,22,"Einige meiner Freunde sind kompetent und ehrlich , ich würde sie aber keinen Brief abschicken lassen , denn sie sind vergesslich .","I have friends who are competent and honest , but I would not trust them to post a letter , because they 're forgetful .","i ' m not going to , and i , .",1.64
957,19,"Ich habe Freunde , die sehr in ihre eigene Kompetenz vertrauen , aber diese überschätzen sie um einiges .","I have friends who are very confident they can do certain things , but I realize that they overestimate their own competence .","i , i , i , , , but .",2.53
958,23,"Und ich bin sehr froh darüber , dass ich nicht viele Freunde habe , die kompetent und verlässlich , aber unehrlich sind .","And I 'm very glad to say , I do n't think I have many friends who are competent and reliable but extremely dishonest .","so , i , i , , , and i , .",1.51
959,10,"Falls doch , habe ich es noch nicht erkannt .","If so , I have n't yet spotted it .",i did n't .,4.24
960,11,"Aber danach suchen wir : erst Vertrauenswürdigkeit , dann Vertrauen .",But that 's what we 're looking for : trustworthiness before trust .,"so , , we , .",3.01
961,5,Vertrauen ist die Reaktion .,Trust is the response .,the is .,20.37
962,11,Die Vertrauenswürdigkeit müssen wir einschätzen . Das ist natürlich schwer .,"Trustworthiness is what we have to judge . And , of course , it 's difficult .",it 's hard .,1.37
963,30,"Über die letzten Jahrzehnte haben wir versucht , Kontrollsysteme bei allen möglichen Einrichtungen und bei Experten und Ämtern einzurichten , die es uns leichter machen , ihre Vertrauenswürdigkeit einzuschätzen .","Across the last few decades , we 've tried to construct systems of accountability for all sorts of institutions and professionals and officials and so on that will make it easier for us to judge their trustworthiness .","and we , the we have , and we , and the the , and",0.89
964,8,Viele dieser Systeme haben den gegenteiligen Effekt .,A lot of these systems have the converse effect .,so 's the .,4.24
965,6,Sie funktionieren nicht wie beabsichtigt .,They do n't work as they 're supposed to .,they do n't work .,16.62
966,28,"Eine Hebamme sagte einst zu mir : "" Das Problem ist , dass der Papierkram länger dauert , als das Baby auf die Welt zu bringen . ""","I remember I was talking with a midwife who said , "" Well , you see , the problem is it takes longer to do the paperwork than to deliver the baby . ""","so the the is to the is the the """,0.6
967,28,"Überall in unserem öffentlichen Alltag , in unseren Einrichtungen , tritt dieses Problem auf . Dieses Kontrollsystem soll Vertrauenswürdigkeit und Glaubwürdigkeit sicherstellen , führt aber zum Gegenteil .","And all over our public life , our institutional life , we find that problem , that the system of accountability that is meant to secure trustworthiness and evidence of trustworthiness is actually doing the opposite .","so , , , , , , , , , , , , , , , , .",1.06
968,18,"Es lenkt Menschen wie Hebammen von ihren schwierigen Aufgaben ab , indem sie erstmal Häkchen setzen müssen .","It is distracting people who have to do difficult tasks , like midwives , from doing them by requiring them to tick the boxes , as we say .",it 's why people get to people to .,0.73
969,7,Hierzu kann sicherlich jeder Beispiele beitragen .,You can all give your own examples there .,that 's why .,4.58
970,6,So viel also zum Ziel .,So so much for the aim .,so 's so .,8.97
971,41,"Das Ziel ist mehr Vertrauenswürdigkeit , und das wird schwierig , wenn wir vertrauenswürdig sein wollen und das an andere kommunizieren möchten , und wenn wir einschätzen möchten , ob andere Leute , oder Beamte oder Politiker , vertrauenswürdig sind .","The aim , I think , is more trustworthiness , and that is going to be different if we are trying to be trustworthy and communicate our trustworthiness to other people , and if we are trying to judge whether other people or office - holders or politicians are trustworthy .","we want to to , and we want to , and , and , and ,",1.02
972,18,Es ist nicht einfach . Man muss es abschätzen . Einfache Reaktionen oder Haltungen reichen nicht aus .,"It 's not easy . It is judgment , and simple reaction , attitudes , do n't do adequately here .",it 's not just to . it .,2.59
973,5,Und nun zur Aufgabe .,"Now thirdly , the task .",so here .,10.12
974,13,"Diese als Wiederaufbau des Vertrauens zu beschreiben , verdreht den Sachverhalt wieder .","Calling the task rebuilding trust , I think , also gets things backwards .",the the of the is to .,2.87
975,13,"Denn es deutet an , dass Sie und ich Vertrauen wiederaufbauen sollten .",It suggests that you and I should rebuild trust .,i think it 's .,3.93
976,9,Wir können das natürlich für uns selbst tun .,"Well , we can do that for ourselves .",we can do it .,19.2
977,7,Wir können ein bisschen Vertrauenswürdigkeit gewinnen .,We can rebuild a bit of trustworthiness .,we can do .,6.99
978,9,So können zwei Leute ihr Vertrauen ineinander verbessern .,We can do it two people together trying to improve trust .,so people could improve .,3.47
979,15,"Aber letztendlich ist Vertrauen dadurch charakterisiert , dass es einem von anderen gegeben wird .","But trust , in the end , is distinctive because it 's given by other people .",it 's being by by that .,3.74
980,12,"Man kann nicht das wieder aufbauen , was andere einem geben .",You ca n't rebuild what other people give you .,you can do it in the .,5.09
981,12,"Man muss ihnen eine Basis geben , dass sie einem vertrauen .",You have to give them the basis for giving you their trust .,you you to give you a .,6.63
982,6,Man muss also vertrauenswürdig sein .,"So you have to , I think , be trustworthy .",you have to .,11.1
983,18,"Das liegt natürlich daran , dass man normalerweise nicht alle Leute zugleich an der Nase herumführen kann .","And that , of course , is because you ca n't fool all of the people all of the time , usually .",it 's not the that you can do .,1.42
984,12,"Aber Sie müssen auch Beweismaterial vorbringen , dass Sie vertrauenswürdig sind .",But you also have to provide usable evidence that you are trustworthy .,they 're also to to be .,3.67
985,4,Wie geht das ?,How to do it ?,how ?,11.16
986,19,"Das geschieht jeden Tag , überall . Normale Leute tun es , Beamte , Ämter , sehr effektiv .","Well every day , all over the place , it 's being done by ordinary people , by officials , by institutions , quite effectively .","it 's , , , , , , , .",2.4
987,7,Hier ist ein einfaches kommerzielles Beispiel .,Let me give you a simple commercial example .,here 's a .,5.44
988,20,"Der Laden , in dem ich meine Socken kaufe , lässt sie mich zurückbringen und sie stellen keine Fragen .","The shop where I buy my socks says I may take them back , and they do n't ask any questions .","i i the , , i , and i .",2.8
989,21,"Sie nehmen sie zurück und geben mir das Geld zurück , oder ein paar der Socken in der gewünschten Farbe .",They take them back and give me the money or give me the pair of socks of the color I wanted .,"so , the the , , and they the money .",3.63
990,17,"Das ist toll . Ich vertraue ihnen , da sie sich mir gegenüber verletzlich gezeigt haben .",That 's super . I trust them because they have made themselves vulnerable to me .,i ' ve been you to me .,7.56
991,6,Darin steckt eine wichtige Moral .,I think there 's a big lesson in that .,it 's a .,7.89
992,29,"Zeigt man sich dem Gegenüber als verletzlich , ist das ein sehr guter Hinweis , dass man vertrauenswürdig ist , und dass man seinen eigenen Worten Glauben schenkt .","If you make yourself vulnerable to the other party , then that is very good evidence that you are trustworthy and you have confidence in what you are saying .","you 're you to think of you , you you to be , you know ,",1.6
993,12,Unser Ziel ist also im Prinzip nicht sehr schwierig zu erkennen .,"So in the end , I think what we are aiming for is not very difficult to discern .",so it 's not very hard to,2.62
994,19,"Es sind Beziehungen zwischen vertrauenswürdigen Menschen , und das Einschätzungsvermögen , wann und ob der andere vertrauenswürdig ist .",It is relationships in which people are trustworthy and can judge when and how the other person is trustworthy .,the 's is and the is the and .,2.2
995,51,"Die Moral von der Geschichte ist also , sehr viel weniger über Vertrauen nachzudenken , oder über Einstellungen zum Vertrauen , die von Meinungsumfragen korrekt oder inkorrekt festgestellt werden , und viel mehr über Vertrauenswürdigkeit , und wie man Menschen adäquate , nützliche und einfache Beweise der eigenen Vertrauenswürdigkeit bringt .","So the moral of all this is , we need to think much less about trust , let alone about attitudes of trust detected or mis - detected by opinion polls , much more about being trustworthy , and how you give people adequate , useful and simple evidence that you 're trustworthy .","so , the , of , , , , , , , , , , , , and , , and , , , and , , and .",1.63
996,2,Danke .,Thanks .,thank you .,27.52
997,18,"Wissen Sie , das Beste am Vatersein sind für mich die Filme , die ich schauen kann .","You know , my favorite part of being a dad is the movies I get to watch .",i i can see the best i can .,2.09
998,31,"Ich liebe es , meine eigenen Lieblingsfilme mit meinen Kindern anzuschauen . Als meine Tochter vier Jahre alt war , haben wir zusammen "" Der Zauberer von Oz "" geschaut .","I love sharing my favorite movies with my kids , and when my daughter was four , we got to watch "" The Wizard of Oz "" together .","i was a to the , i was , and i was my my .",2.92
999,9,Der Film hat sie monatelang nicht mehr losgelassen .,It totally dominated her imagination for months .,she 's got it .,5.86
1000,6,Ihr Lieblingscharakter war natürlich Glinda .,"Her favorite character was Glinda , of course .",he was .,4.69
1001,17,"So hatte sie eine gute Ausrede , ein glitzerndes Kleid zu tragen und einen Zauberstab dabeizuhaben .",It gave her a great excuse to wear a sparkly dress and carry a wand .,and he was a to a a .,3.18
1002,19,"Aber wenn man sich diesen Film oft genug anschaut , erkennt man , wie außergewöhnlich er eigentlich ist .","But you watch that movie enough times , and you start to realize how unusual it is .","so , you see see what 's really , you .",2.8
1003,18,Wir leben in der heutigen Zeit und ziehen unsere Kinder in einer Art spektakulären Kinderfantasie- Industriemaschinerie groß .,"Now we live today , and are raising our children , in a kind of children's - fantasy - spectacular - industrial complex .",we 're in in a lot of our lives .,2.72
1004,10,"Aber "" Der Zauberer von Oz "" war anders .","But "" The Wizard of Oz "" stood alone .",and was was .,3.56
1005,7,Er hat diesen Trend nicht gestartet .,It did not start that trend .,he did n't .,8.97
1006,47,"Es hat 40 Jahre gedauert , bis dieser Trend sich durchsetzte , mit – interessanterweise – einem anderen Film , in dem ein Typ aus Metall und ein Typ mit viel Fell ein Mädchen gerettet haben , indem sie sich wie die Wachen des Feindes verkleideten .","Forty years later was when the trend really caught on , with , interestingly , another movie that featured a metal guy and a furry guy rescuing a girl by dressing up as the enemy 's guards .","so , a a - of - , , a a , , a , , a a , , a a , ,",1.37
1007,9,"Sie wissen , wovon ich rede , oder ?",Do you know what I 'm talking about ?,i know what i know ?,10.9
1008,2,Genau .,Yeah .,right .,50.0
1009,35,"Nun , es gibt es einen großen Unterschied zwischen diesen beiden Filmen , sogar mehrere große Unterschiede zwischen "" Der Zauberer von Oz "" und all den Filmen , die wir heute so schauen .","Now , there 's a big difference between these two movies , a couple of really big differences between "" The Wizard of Oz "" and all the movies we watch today .","so , the the of of the , that 's the the that that we have .",1.5
1010,15,"Zunächst einmal gibt es in "" Der Zauberer von Oz "" sehr wenig Gewalt .","One is there 's very little violence in "" The Wizard of Oz . """,it 's a lot of the .,2.76
1011,11,"Die Affen sind ziemlich aggressiv , ebenso wie die Apfelbäume .","The monkeys are rather aggressive , as are the apple trees .",the the the are are .,4.22
1012,37,"Aber ich denke , wenn "" Der Zauberer von Oz "" heutzutage produziert worden wäre , hätte der Zauberer gesagt : "" Dorothy , du bist die Retterin von Oz , die uns einst prophezeit wurde .","But I think if "" The Wizard of Oz "" were made today , the wizard would say , "" Dorothy , you are the savior of Oz that the prophecy foretold .","and i , , , , , "" the , , "" was , "" was , """,2.55
1013,20,"Benutze deine magischen Schuhe , um die von Computern erzeugten Armeen der bösen Hexe des Westens zu besiegen . ""","Use your magic slippers to defeat the computer - generated armies of the Wicked Witch . """,so the the of the the to the the .,5.24
1014,6,Aber so passiert es nicht .,But that 's not how it happens .,it 's not .,13.98
1015,30,"Ein weiterer Punkt , den ich am "" Zauberer von Oz "" sehr einzigartig finde , ist , dass die heldenhaftesten und klügsten und sogar niederträchtigsten Charaktere weiblich sind .","Another thing that 's really unique about "" The Wizard of Oz "" to me is that all of the most heroic and wise and even villainous characters are female .","so , the , i think , is , is that , and i , , is .",2.62
1016,30,"Das habe ich das erste Mal bemerkt , als ich meiner Tochter "" Star Wars "" gezeigt habe , was Jahre später war , und die Situation war anders .","Now I started to notice this when I actually showed "" Star Wars "" to my daughter , which was years later , and the situation was different .","and i was the the i was , , was the , the was the",1.62
1017,9,Zu jenem Zeitpunkt hatte ich ebenfalls einen Sohn .,At that point I also had a son .,i got a .,5.44
1018,11,Er war zu der Zeit gerade einmal drei Jahre alt .,He was only three at the time .,he was at the time .,38.5
1019,15,Er war zu diesem Kinoabend nicht eingeladen . Dafür war er noch zu jung .,He was not invited to the screening . He was too young for that .,he was n't he was .,2.38
1020,16,Aber er war das zweite Kind und er wurde weitaus weniger beaufsichtigt als seine Schwester .,"But he was the second child , and the level of supervision had plummeted .","he was the the , he was .",10.19
1021,48,"Also schlich er sich ein , und er hat sich den Film eingeprägt , wie sich ein Entenküken seine Mutter einprägt , und ich glaube nicht , dass er verstanden hat , was da vor sich ging , aber er hat es ganz sicher in sich aufgesogen .","So he wandered in , and it imprinted on him like a mommy duck does to its duckling , and I do n't think he understands what 's going on , but he is sure soaking in it .","he 's got a , , and he 's , , and he 's , , and he 's , and he 's ,",3.0
1022,12,"Und ich habe mich gefragt , was er da aufgesogen hat .",And I wonder what he 's soaking in .,and i was what i,4.8
1023,14,"Hat er aufgeschnappt , dass es um Mut , Beharrlichkeit und Loyalität geht ?",Is he picking up on the themes of courage and perseverance and loyalty ?,"and it 's , ,",1.77
1024,16,"Hat er aufgeschnappt , dass Luke einer Armee beitritt , um die Regierung zu stürzen ?",Is he picking up on the fact that Luke joins an army to overthrow the government ?,"so , the to the the that ?",2.68
1025,71,"Hat er aufgeschnappt , dass es nur Jungs im Universum gibt , ausgenommen Tante Beru und natürlich diese Prinzessin , die wirklich cool ist , aber während der meisten Zeit eigentlich nur wartet , sodass sie den Helden mit einer Medaille und einem Augenzwinkern belohnen kann , um ihm für die Rettung des Universums zu danken , was er dank der Magie getan hat , mit der er geboren wurde ?","Is he picking up on the fact that there are only boys in the universe except for Aunt Beru , and of course this princess , who 's really cool , but who kind of waits around through most of the movie so that she can award the hero with a medal and a wink to thank him for saving the universe , which he does by the magic that he was born with ?","so , the , of the , , the the , , the the , , the the , , the the , , the the , , , the the , , , the the , , , the the , ,",1.27
1026,13,"Vergleichen Sie das mit "" Der Zauberer von Oz "" von 1939 .","Compare this to 1939 with "" The Wizard of Oz . """,it 's what 's about .,2.99
1027,10,Wie bringt Dorothy ihren Film zu einem guten Ende ?,How does Dorothy win her movie ?,what 's your good ?,7.16
1028,11,Indem sie sich mit allen anfreundet und eine Anführerin ist .,By making friends with everybody and being a leader .,and 's what is is .,4.96
1029,41,"Das ist die Art von Welt , in der ich meine Kinder lieber großziehen würde – Oz , oder ? – und nicht in der Welt , in der Kerle miteinander kämpfen , was so ziemlich unserer heutigen Welt entspricht .","That 's kind of the world I 'd rather raise my kids in -- Oz , right ? -- and not the world of dudes fighting , which is where we kind of have to be .","so , in the , the world , the world , the world , the world , the world , the world , , in the world , .",3.28
1030,29,"Warum gibt es so viel Macht – großes M , Macht – in den Filmen , die es für unsere Kinder gibt , und so wenige gelbe Ziegelsteinwege ?","Why is there so much Force -- capital F , Force -- in the movies we have for our kids , and so little yellow brick road ?","so , are there , in the , , , , , , ,",2.75
1031,30,"Es gibt eine Menge guter Literatur über den Einfluss , den Filme über gewalttätige Jungs auf Mädchen haben , und diese sollten Sie lesen . Sie ist sehr gut .","There is a lot of great writing about the impact that the boy - violent movie has on girls , and you should do that reading . It 's very good .","so , you have a lot of the , you know ,",2.83
1032,16,"Jedoch habe ich nicht so viel darüber gelesen , wie Jungs mit diesem Einfluss umgehen .",I have n't read as much on how boys are picking up on this vibe .,i do n't understand how much that .,2.87
1033,39,"Ich weiß aus eigener Erfahrung , dass Prinzessin Leia nicht das adäquate Vorbild abgab , das ich hätte benutzen können , um durch die Welt der Erwachsenen zu finden , in der Mädchen und Jungs gemeinsam unterrichtet werden .",I know from my own experience that Princess Leia did not provide the adequate context that I could have used in navigating the adult world that is co - ed .,"i ' ve been able to get the to the to be the the of the , that i could",1.56
1034,31,"Ich glaube , es gab diesen Moment mit dem ersten Kuss , als ich wirklich erwartet hatte , dass der Abspann anfängt , denn so endet ein Film , oder ?","I think there was a first - kiss moment when I really expected the credits to start rolling because that 's the end of the movie , right ?","i i , when i was , , , i , , , , i thought , was that .",1.73
1035,13,"Ich habe meine Mission beendet , ich habe mir das Mädchen geholt .","I finished my quest , I got the girl .",i i my my .,4.67
1036,7,Warum stehst du da noch rum ?,Why are you still standing there ?,you you have ?,8.97
1037,9,"Ich weiß nicht , was ich machen soll .",I do n't know what I 'm supposed to do .,i do n't know .,12.87
1038,30,"Die Filme sind sehr darauf ausgerichtet , den Bösewicht zu besiegen und sich seine Belohnung abzuholen , und es gibt nicht viel Raum für andere Beziehungen und andere Reisen .","The movies are very , very focused on defeating the villain and getting your reward , and there 's not a lot of room for other relationships and other journeys .","so , the are , and the , and the , and the .",2.38
1039,28,"Es wirkt fast so , als ob man als Junge ein dümmliches Tier ist und wenn man ein Mädchen ist , sollte man besser seine Kriegskostüm mitbringen .","It 's almost as though if you 're a boy , you are a dopey animal , and if you are a girl , you should bring your warrior costume .","if you 're a , you you , you know , it 's a .",8.64
1040,16,Davon gibt es haufenweise Ausnahmen und ich werde die Disney-Prinzessinnen vor jedem von Ihnen verteidigen .,"There are plenty of exceptions , and I will defend the Disney princesses in front of any you .",i 'll give you the of of .,2.09
1041,19,"Aber sie geben eine Botschaft an die Jungen weiter , dass die Jungen eigentlich nicht das Zielpublikum sind .","But they do send a message to boys , that they are not , the boys are not really the target audience .","the , the the is not the the that .",3.01
1042,37,"Sie sind fabelhaft darin , den Mädchen beizubringen , wie sie sich gegen das Patriarchat zu Wehr setzen können , aber sie zeigen den Jungen nicht unbedingt , wie sie sich gegen das Patriarchat wehren sollen .","They are doing a phenomenal job of teaching girls how to defend against the patriarchy , but they are not necessarily showing boys how they 're supposed to defend against the patriarchy .","so , they , they , they they the same , they they can .",1.18
1043,7,Es gibt keine Vorbilder für sie .,There 's no models for them .,you have .,7.25
1044,31,"Es gibt auch einige grandiose Frauen , die neue Geschichten für unsere Kinder schreiben und so dreidimensional und wunderbar Hermine und Katniss auch sind , es sind immer noch Kriegsfilme .","And we also have some terrific women who are writing new stories for our kids , and as three - dimensional and delightful as Hermione and Katniss are , these are still war movies .","so , are are and they are , and they 're , and they 're , and",2.67
1045,58,"Und das erfolgreichste Studio aller Zeiten produziert natürlich einen Klassiker nach dem anderen , und jeder einzelne von ihnen handelt von der Reise eines Jungen , oder eines Mannes , oder von zwei Männern , die Freunde sind , oder von einem Mann und seinem Sohn , oder von zwei Männern , die ein kleines Mädchen großziehen .","And , of course , the most successful studio of all time continues to crank out classic after classic , every single one of them about the journey of a boy , or a man , or two men who are friends , or a man and his son , or two men who are raising a little girl .","so , , , , , , , , , , , , , , , , , , , , , , , , , , and , , , , , , , and , , , , ,",0.95
1046,28,"Bis – wie sich viele von Ihnen sicher denken – zu diesem Jahr , als sie schließlich den Film "" Merida – Legende der Highlands "" herausbrachten .","Until , as many of you are thinking , this year , when they finally came out with "" Brave . ""","so , the , of the , , the -- of the , .",2.4
1047,12,Ich empfehle ihn Ihnen allen . Er ist im Internet abrufbar .,I recommend it to all of you . It 's on demand now .,i 's it .,1.73
1048,15,"Erinnern Sie sich , was die Kritiker sagten , als "" Merida "" herauskam ?","Do you remember what the critics said when "" Brave "" came out ?",what do you think about what ?,3.18
1049,16,""" Ach , ich kann nicht glauben , dass Pixar einen Prinzessinnen-Film gemacht hat . """,""" Aw , I ca n't believe Pixar made a princess movie . """,i i n't believe that 's .,5.35
1050,13,Er ist sehr gut . Lassen Sie sich deswegen nicht davon abhalten .,It 's very good . Do n't let that stop you .,it 's not .,2.57
1051,12,Aber so gut wie keiner dieser Filme hat den Bechdel-Test bestanden .,"Now , almost none of these movies pass the Bechdel Test .","so , the same thing .",3.93
1052,11,"Ich weiß nicht , ob Sie schon davon gehört haben .",I do n't know if you 've heard of this .,i ' ve heard .,3.83
1053,23,"Er hat sich bisher noch nicht so richtig durchgesetzt und an Bedeutung gewonnen , aber vielleicht werden wir heute eine Bewegung starten .","It has not yet caught on and caught fire , but maybe today we will start a movement .","so , , we , we , and it 's not .",2.83
1054,35,"Alison Bechdel ist eine Comicbuch-Autorin und hat in der Mitte der 80er diese Unterhaltung aufgenommen , die sie mit einer Freundin über die Bewertung der Filme , die sie gesehen hatten , geführt hat .","Alison Bechdel is a comic book artist , and back in the mid-'80s , she recorded this conversation she 'd had with a friend about assessing the movies that they saw .","so , the the , , the the , , the the , , the the .",1.42
1055,33,"Es ist ganz einfach . Es gibt nur drei Fragen , die man zu stellen braucht : Gibt es mehr als einen Charakter im Film , der weiblich ist und etwas sagt ?",And it 's very simple . There 's just three questions you should ask : Is there more than one character in the movie that is female who has lines ?,"it 's a to be , you know , is a little bit , is it 's",2.52
1056,9,"Versuchen Sie einmal , diese Voraussetzung zu erfüllen .",So try to meet that bar .,"so , to that .",9.42
1057,11,Und sprechen diese Frauen zu irgendeinem Zeitpunkt des Filmes miteinander ?,And do these women talk to each other at any point in the movie ?,and then they do ?,1.72
1058,20,"Und geht es in ihrer Unterhaltung um etwas anderes , als um den Kerl , den sie beiden mögen ?",And is their conversation about something other than the guy that they both like ?,"you you see about the , you you know ,",3.03
1059,4,Verstanden ? Dankeschön .,Right ? Thank you .,thank you .,28.25
1060,3,Vielen Dank .,Thank you very much .,thank you .,17.8
1061,12,"Zwei Frauen , die existieren und miteinander reden , über irgendetwas .",Two women who exist and talk to each other about stuff .,they 're talking about each other .,7.65
1062,26,"So etwas passiert . Ich habe es gesehen , und trotzdem sehe ich es ziemlich selten in den Filmen , die wir kennen und lieben .","It does happen . I 've seen it , and yet I very rarely see it in the movies that we know and love .","i ' ve seen it , and i see it , and i .",10.36
1063,21,"Tatsächlich bin ich diese Woche ins Kino gegangen , um mir einen sehr guten Film anzusehen , "" Argo "" .","In fact , this week I went to see a very high - quality movie , "" Argo . ""","so i was to a a , , i was a .",2.6
1064,24,"Sie erinnern sich ? Viel Wirbel bei den Oscars , großartige Einspielergebnisse , eine allgemeine Übereinstimmung darüber , was ein guter Hollywoodfilm ist .","Right ? Oscar buzz , doing great at the box office , a consensus idea of what a quality Hollywood film is .",what 's a is a lot of what 's a great thing .,3.92
1065,9,Er fällt mit wehenden Fahnen durch den Bechdel-Test .,It pretty much flunks the Bechdel test .,he 's with the .,6.97
